,overpass_id,zero_release,operator_kept,operator_detected,operator_quantified,operator_quantification,release_rate_kgh,stanford_kept_strict,qc_summary_strict,stanford_kept_lax,qc_summary_lax,percent_error
0,1.0,False,True,True,True,151.0,213.88417108875,True,pass_all,True,pass_all,29.40104018387438
1,2.0,False,True,True,True,129.0,214.34858464350003,True,pass_all,True,pass_all,39.817657198646764
2,3.0,False,True,True,True,209.0,304.2191061855,True,pass_all,True,pass_all,31.299515464173176
3,4.0,False,True,True,True,88.0,110.57491491375,True,pass_all,True,pass_all,20.415945995851555
4,5.0,False,True,True,True,108.0,109.13569667775002,True,pass_all,True,pass_all,1.0406280550931404
5,6.0,False,True,True,True,53.0,59.8014186465,True,pass_all,True,pass_all,11.373339964900756
6,7.0,False,True,True,True,85.0,110.174171421,True,pass_all,True,pass_all,22.849431129192606
7,8.0,False,True,True,True,429.0,658.7898944775001,True,pass_all,True,pass_all,34.880604029263566
8,9.0,False,True,True,True,464.0,678.320915025,True,pass_all,True,pass_all,31.595799315299168
9,10.0,False,True,True,True,15.0,21.020905724024995,True,pass_all,True,pass_all,28.642465757998448
10,11.0,False,True,True,True,188.0,274.451176425,True,pass_all,True,pass_all,31.499655986581192
11,12.0,False,True,True,True,222.0,315.17888817975,False,fail_stanford,True,pass_all,29.563810164407034
12,13.0,False,True,True,True,209.0,316.16772088725,True,pass_all,True,pass_all,33.89584508706617
13,14.0,False,True,True,True,221.0,260.82509607,True,pass_all,True,pass_all,15.268889639098132
14,15.0,False,True,True,True,178.0,259.75501532475,True,pass_all,True,pass_all,31.473892899637963
15,16.0,False,True,True,True,684.0,946.804740855,False,fail_stanford,True,pass_all,27.757015730368806
16,17.0,False,True,True,True,305.0,428.4130588125,False,fail_stanford,False,fail_stanford,28.80702543348782
17,18.0,False,True,True,True,146.0,166.55784755774997,False,fail_stanford,False,fail_stanford,12.342767308290306
18,19.0,False,True,True,True,780.0,1111.2956589450002,False,fail_stanford,False,fail_stanford,29.811657795866235
19,20.0,False,True,True,True,1008.0,1135.705569765,True,pass_all,True,pass_all,11.244601872598448
20,21.0,False,True,True,True,25.0,17.972724408674996,False,fail_stanford,False,fail_stanford,39.099668094466026
21,22.0,False,True,True,True,428.0,618.8815912274999,False,fail_stanford,False,fail_stanford,30.84299063555958
22,23.0,False,True,True,True,490.0,627.61503957,False,fail_stanford,True,pass_all,21.926663781716364
23,24.0,False,True,True,True,288.0,22.605116494200004,False,fail_stanford,False,fail_stanford,1174.0478469725858
24,25.0,False,True,True,True,32.0,22.239591935925,True,pass_all,True,pass_all,43.88753216424087
25,26.0,False,True,True,True,365.0,460.2767184375001,False,fail_stanford,True,pass_all,20.699877838908662
26,27.0,False,True,True,True,754.0,467.44589871,True,pass_all,True,pass_all,61.30208909326127
27,28.0,True,True,True,True,303.0,0.0,False,fail_stanford,False,fail_stanford,
28,29.0,False,True,True,True,535.0,615.6488468924998,False,fail_stanford,False,fail_stanford,13.099812872155372
29,30.0,False,True,True,True,709.0,602.6709186075001,False,fail_stanford,False,fail_stanford,17.642975313655143
30,31.0,False,True,True,True,358.0,161.738676597,False,fail_stanford,False,fail_stanford,121.34470711171899
31,32.0,False,True,True,True,561.0,559.6741592924999,False,fail_stanford,False,fail_stanford,0.23689510860678992
32,33.0,False,True,True,True,635.0,562.5702309975001,True,pass_all,True,pass_all,12.874795894207528
33,34.0,False,False,True,False,,2.2636207180950003,False,fail_all,False,fail_all,
34,35.0,False,True,True,True,24.0,7.0397903389500005,False,fail_stanford,False,fail_stanford,240.91924396117247
35,36.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
36,37.0,False,True,True,True,327.0,333.81257310524995,False,fail_stanford,False,fail_stanford,2.0408377796788297
37,38.0,False,False,True,False,,0.6771396979575,False,fail_all,False,fail_all,
38,39.0,False,True,True,True,900.0,1114.6434903525,False,fail_stanford,True,pass_all,19.2566943789911
39,40.0,False,True,True,True,1026.0,1144.809472515,False,fail_stanford,True,pass_all,10.37810005659638
40,41.0,False,True,True,True,64.0,90.62167940475,True,pass_all,True,pass_all,29.376722633717385
41,42.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
42,43.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
43,44.0,False,True,True,True,4.0,2.9122165317825,False,fail_stanford,True,pass_all,37.35242405040854
44,45.0,False,True,True,True,211.0,314.58959656275,True,pass_all,True,pass_all,32.92848768509335
45,46.0,False,True,True,True,271.0,319.0668272265,True,pass_all,True,pass_all,15.064814993248476
46,47.0,False,True,True,True,124.0,7.15077779235,False,fail_stanford,False,fail_stanford,1634.0770976362446
47,48.0,False,True,True,True,471.0,837.4588528125001,False,fail_stanford,True,pass_all,43.75843082699457
48,49.0,False,True,True,True,491.0,856.0869265274999,True,pass_all,True,pass_all,42.64601119519284
49,50.0,False,True,True,True,178.0,9.1985375328,False,fail_stanford,False,fail_stanford,1835.0902180405353
50,51.0,False,True,True,True,12.0,9.195285320999998,True,pass_all,True,pass_all,30.50166015615256
51,52.0,False,True,True,True,313.0,385.07561886,True,pass_all,True,pass_all,18.717263656779107
52,53.0,False,True,True,True,112.0,76.98889995149999,False,fail_stanford,False,fail_stanford,45.47551669208892
53,54.0,False,True,True,True,74.0,76.319562699,True,pass_all,True,pass_all,3.0392767161785574
54,55.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
55,56.0,False,True,True,True,254.0,233.908462845,False,fail_stanford,True,pass_all,8.589487062857447
56,57.0,False,True,True,True,908.0,1072.10994219,False,fail_stanford,True,pass_all,15.307193388653085
57,58.0,False,True,True,True,767.0,1082.8370879775,True,pass_all,True,pass_all,29.167553594549826
58,59.0,False,True,True,True,4.0,1.7436659131275,False,fail_stanford,False,fail_stanford,129.40174318287043
59,60.0,False,True,True,True,10.0,10.095901783425,False,fail_stanford,False,fail_stanford,0.9499080466734348
60,61.0,False,True,True,True,16.0,10.02944329335,True,pass_all,True,pass_all,59.530290286488416
61,62.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
62,63.0,True,True,False,False,,0.0,True,pass_all,True,pass_all,
63,64.0,False,True,True,True,153.0,131.39611307549998,False,fail_stanford,True,pass_all,16.44180061253902
64,65.0,False,True,True,True,379.0,460.7622599175001,False,fail_stanford,False,fail_stanford,17.744999326147003
65,66.0,False,True,True,True,583.0,473.64113316000015,True,pass_all,True,pass_all,23.088971625075786
66,67.0,False,True,True,True,58.0,43.6720513215,False,fail_stanford,False,fail_stanford,32.808050560808596
67,68.0,False,True,True,True,98.0,43.42487177325,False,fail_stanford,False,fail_stanford,125.67712004245604
68,69.0,True,True,False,False,,0.0,False,fail_stanford,False,fail_stanford,
69,70.0,False,True,False,False,,1.0852992109125,False,fail_stanford,False,fail_stanford,
70,71.0,False,True,False,False,,1.06268774155125,True,pass_all,True,pass_all,
71,72.0,False,True,False,False,,1.049607814791,True,pass_all,True,pass_all,
72,73.0,False,True,False,False,,4.0279092478575,True,pass_all,True,pass_all,
73,74.0,False,True,False,False,,4.0254117510525,True,pass_all,True,pass_all,
74,75.0,False,True,False,False,,3.9825893743275,True,pass_all,True,pass_all,
75,76.0,False,True,True,True,31.0,10.4580397890375,True,pass_all,True,pass_all,196.4226626149896
76,77.0,False,True,True,True,25.0,10.4136436472025,True,pass_all,True,pass_all,140.06967058754645
77,78.0,False,True,True,True,23.0,21.056167481055,True,pass_all,True,pass_all,9.231653959315903
78,79.0,False,True,True,True,56.0,21.114294153269995,True,pass_all,True,pass_all,165.22316869080473
79,80.0,False,True,True,True,70.0,21.101168039925,True,pass_all,True,pass_all,231.73519052383605
80,81.0,False,True,True,True,88.0,29.092969648357503,False,fail_stanford,False,fail_stanford,202.47857493973015
81,82.0,False,True,True,True,82.0,29.04816866115,False,fail_stanford,True,pass_all,182.28974072871438
82,83.0,False,False,False,False,,25.2097840680975,True,fail_operator,True,fail_operator,
83,84.0,False,True,True,True,51.0,25.2585365742225,True,pass_all,True,pass_all,101.91193519915896
84,85.0,False,True,True,True,40.0,32.113429739820006,True,pass_all,True,pass_all,24.558480125219408
85,86.0,False,True,True,True,48.0,32.03548275049501,True,pass_all,True,pass_all,49.833858830356824
86,87.0,False,True,True,True,562.0,809.3218225267501,True,pass_all,True,pass_all,30.559144167717722
87,88.0,False,True,True,True,490.0,800.2778049870001,True,pass_all,True,pass_all,38.77126206093399
88,89.0,False,True,True,False,,736.4507958862501,True,pass_all,True,pass_all,
