,overpass_id,zero_release,operator_kept,operator_detected,operator_quantified,operator_quantification,release_rate_kgh,stanford_kept_strict,qc_summary_strict,stanford_kept_lax,qc_summary_lax,percent_error
0,1.0,False,True,True,True,177,205.23387501000005,False,fail_stanford,True,pass_all,13.756927314569465
1,2.0,False,True,True,True,61,97.04010463392,True,pass_all,True,pass_all,37.13939176990779
2,3.0,False,True,True,True,855,987.1340896824,False,fail_stanford,False,fail_stanford,13.385627247957041
3,4.0,False,True,True,True,908,982.4968482504,True,pass_all,True,pass_all,7.582400735744009
4,5.0,True,True,False,True,0,0.0,False,fail_stanford,False,fail_stanford,
5,6.0,False,True,True,True,669,468.3340060848,True,pass_all,True,pass_all,42.84676989243995
6,7.0,False,True,False,True,0,24.420141170712,True,pass_all,True,pass_all,
7,8.0,False,True,True,True,544,634.5679888872,True,pass_all,True,pass_all,14.27238538238009
8,9.0,False,True,True,True,303,142.13504332512002,True,pass_all,True,pass_all,113.17754785279594
9,10.0,False,True,True,True,89,74.6547387708,False,fail_stanford,True,pass_all,19.21547307698962
10,11.0,False,True,True,True,140,63.03198935766,True,pass_all,True,pass_all,122.10944224781383
11,12.0,True,True,False,True,0,0.0,True,pass_all,True,pass_all,
12,13.0,False,True,True,True,196,340.156216364895,True,pass_all,True,pass_all,42.37941552426448
13,14.0,False,True,True,True,787,671.7444153367501,True,pass_all,True,pass_all,17.157654314918496
14,15.0,False,True,True,True,644,405.58801998802505,True,pass_all,True,pass_all,58.78181017748355
15,16.0,False,True,True,True,94,33.60693741122025,True,pass_all,True,pass_all,179.70415408521126
16,17.0,False,True,True,True,388,337.5601057220175,True,pass_all,True,pass_all,14.94249273624769
17,18.0,False,True,True,True,958,818.3025172712252,True,pass_all,True,pass_all,17.07161835388468
18,19.0,False,True,True,True,1199,1060.77148363305,True,pass_all,True,pass_all,13.030941960612427
19,20.0,False,True,True,True,1489,1289.3507118009002,True,pass_all,True,pass_all,15.484482722333922
20,21.0,False,True,True,True,579,585.3206487838501,True,pass_all,True,pass_all,1.0798608928256312
21,22.0,False,True,True,True,252,199.2621738348675,False,fail_stanford,False,fail_stanford,26.466551654122465
22,23.0,False,True,True,True,584,493.5212795646,False,fail_stanford,False,fail_stanford,18.33329669497194
23,24.0,False,True,True,True,112,168.86279184012,True,pass_all,True,pass_all,33.67396169427184
