,datetime_utc,meter,meter_percent_uncertainty,meter_sigma,whole_gas_kgh,fraction_methane,fraction_methane_sigma,methane_kgh,methane_kgh_sigma,data_qc
0,2022-10-28 15:46:57,None,0,0,0,0.87,0,0,0,1
1,2022-10-28 15:46:58,None,0,0,0,0.87,0,0,0,1
2,2022-10-28 15:46:59,None,0,0,0,0.87,0,0,0,1
3,2022-10-28 15:47:00,None,0,0,0,0.87,0,0,0,1
4,2022-10-28 15:47:01,None,0,0,0,0.87,0,0,0,1
5,2022-10-28 15:47:02,None,0,0,0,0.87,0,0,0,1
6,2022-10-28 15:47:03,None,0,0,0,0.87,0,0,0,1
7,2022-10-28 15:47:04,None,0,0,0,0.87,0,0,0,1
8,2022-10-28 15:47:05,None,0,0,0,0.87,0,0,0,1
9,2022-10-28 15:47:06,None,0,0,0,0.87,0,0,0,1
10,2022-10-28 15:47:07,None,0,0,0,0.87,0,0,0,1
11,2022-10-28 15:47:08,None,0,0,0,0.87,0,0,0,1
12,2022-10-28 15:47:09,None,0,0,0,0.87,0,0,0,1
13,2022-10-28 15:47:10,None,0,0,0,0.87,0,0,0,1
14,2022-10-28 15:47:11,None,0,0,0,0.87,0,0,0,1
15,2022-10-28 15:47:12,None,0,0,0,0.87,0,0,0,1
16,2022-10-28 15:47:13,None,0,0,0,0.87,0,0,0,1
17,2022-10-28 15:47:14,None,0,0,0,0.87,0,0,0,1
18,2022-10-28 15:47:15,None,0,0,0,0.87,0,0,0,1
19,2022-10-28 15:47:16,None,0,0,0,0.87,0,0,0,1
20,2022-10-28 15:47:17,None,0,0,0,0.87,0,0,0,1
21,2022-10-28 15:47:18,None,0,0,0,0.87,0,0,0,1
22,2022-10-28 15:47:19,None,0,0,0,0.87,0,0,0,1
23,2022-10-28 15:47:20,None,0,0,0,0.87,0,0,0,1
24,2022-10-28 15:47:21,None,0,0,0,0.87,0,0,0,1
25,2022-10-28 15:47:22,None,0,0,0,0.87,0,0,0,1
26,2022-10-28 15:47:23,None,0,0,0,0.87,0,0,0,1
27,2022-10-28 15:47:24,None,0,0,0,0.87,0,0,0,1
28,2022-10-28 15:47:25,None,0,0,0,0.87,0,0,0,1
29,2022-10-28 15:47:26,None,0,0,0,0.87,0,0,0,1
30,2022-10-28 15:47:27,None,0,0,0,0.87,0,0,0,1
31,2022-10-28 15:47:28,None,0,0,0,0.87,0,0,0,1
32,2022-10-28 15:47:29,None,0,0,0,0.87,0,0,0,1
33,2022-10-28 15:47:30,None,0,0,0,0.87,0,0,0,1
34,2022-10-28 15:47:31,None,0,0,0,0.87,0,0,0,1
35,2022-10-28 15:47:32,None,0,0,0,0.87,0,0,0,1
36,2022-10-28 15:47:33,None,0,0,0,0.87,0,0,0,1
37,2022-10-28 15:47:34,None,0,0,0,0.87,0,0,0,1
