,datetime_utc,flow_rate,meter,qc_flag,methane_fraction_km,kgh_ch4
6982,2022-10-24 16:46:29,0.0,None,0,0.946772,0.0
6983,2022-10-24 16:46:30,0.0,None,0,0.946772,0.0
6984,2022-10-24 16:46:31,0.0,None,0,0.946772,0.0
6985,2022-10-24 16:46:32,0.0,None,0,0.946772,0.0
6986,2022-10-24 16:46:33,0.0,None,0,0.946772,0.0
6987,2022-10-24 16:46:34,0.0,None,0,0.946772,0.0
6988,2022-10-24 16:46:35,0.0,None,0,0.946772,0.0
6989,2022-10-24 16:46:36,0.0,None,0,0.946772,0.0
6990,2022-10-24 16:46:37,0.0,None,0,0.946772,0.0
6991,2022-10-24 16:46:38,0.0,None,0,0.946772,0.0
6992,2022-10-24 16:46:39,0.0,None,0,0.946772,0.0
6993,2022-10-24 16:46:40,0.0,None,0,0.946772,0.0
6994,2022-10-24 16:46:41,0.0,None,0,0.946772,0.0
6995,2022-10-24 16:46:42,0.0,None,0,0.946772,0.0
6996,2022-10-24 16:46:43,0.0,None,0,0.946772,0.0
6997,2022-10-24 16:46:44,0.0,None,0,0.946772,0.0
6998,2022-10-24 16:46:45,0.0,None,0,0.946772,0.0
6999,2022-10-24 16:46:46,0.0,None,0,0.946772,0.0
7000,2022-10-24 16:46:47,0.0,None,0,0.946772,0.0
7001,2022-10-24 16:46:48,0.0,None,0,0.946772,0.0
7002,2022-10-24 16:46:49,0.0,None,0,0.946772,0.0
7003,2022-10-24 16:46:50,0.0,None,0,0.946772,0.0
7004,2022-10-24 16:46:51,0.0,None,0,0.946772,0.0
7005,2022-10-24 16:46:52,0.0,None,0,0.946772,0.0
7006,2022-10-24 16:46:53,0.0,None,0,0.946772,0.0
7007,2022-10-24 16:46:54,0.0,None,0,0.946772,0.0
7008,2022-10-24 16:46:55,0.0,None,0,0.946772,0.0
7009,2022-10-24 16:46:56,0.0,None,0,0.946772,0.0
7010,2022-10-24 16:46:57,0.0,None,0,0.946772,0.0
7011,2022-10-24 16:46:58,0.0,None,0,0.946772,0.0
7012,2022-10-24 16:46:59,0.0,None,0,0.946772,0.0
7013,2022-10-24 16:47:00,0.0,None,0,0.946772,0.0
7014,2022-10-24 16:47:01,0.0,None,0,0.946772,0.0
7015,2022-10-24 16:47:02,0.0,None,0,0.946772,0.0
7016,2022-10-24 16:47:03,0.0,None,0,0.946772,0.0
7017,2022-10-24 16:47:04,0.0,None,0,0.946772,0.0
7018,2022-10-24 16:47:05,0.0,None,0,0.946772,0.0
7019,2022-10-24 16:47:06,0.0,None,0,0.946772,0.0
7020,2022-10-24 16:47:07,0.0,None,0,0.946772,0.0
7021,2022-10-24 16:47:08,0.0,None,0,0.946772,0.0
7022,2022-10-24 16:47:09,0.0,None,0,0.946772,0.0
7023,2022-10-24 16:47:10,0.0,None,0,0.946772,0.0
7024,2022-10-24 16:47:11,0.0,None,0,0.946772,0.0
7025,2022-10-24 16:47:12,0.0,None,0,0.946772,0.0
7026,2022-10-24 16:47:13,0.0,None,0,0.946772,0.0
7027,2022-10-24 16:47:14,0.0,None,0,0.946772,0.0
