,release_rate,x_error,operator_report,operator_sigma
0,205.23387501000005,1.3142288696144995,177,55
1,97.04010463392,0.6219969154954453,61,44
3,982.4968482504,54.0219045571923,908,247
5,468.3340060848,4.512401568521808,669,259
7,634.5679888872,9.108739578082222,544,170
8,142.13504332512002,0.613356309248049,303,120
9,74.6547387708,0.33885934096067,89,100
10,63.03198935766,0.2542222244089769,140,51
12,340.156216364895,3.629237231223409,196,98
13,671.7444153367501,11.41452701857404,787,496
14,405.58801998802505,5.281533609857508,644,373
15,33.60693741122025,0.3380275353204745,94,100
16,337.5601057220175,3.671109713396798,388,92
17,818.3025172712252,24.44749197421398,958,410
18,1060.77148363305,58.13639106010659,1199,313
19,1289.3507118009002,67.80395289571162,1489,485
20,585.3206487838501,9.78789943850312,579,182
23,168.86279184012,1.6682462598669778,112,132
