,overpass_id,overpass_datetime,zero_release,non_zero_release,operator_kept,stanford_kept,pass_all_qc,fail_all_qc,operator_detected,release_rate_kgh,operator_quantification,qc_summary
0,1.0,2022-10-24 16:46:28,True,False,True,True,True,False,False,0.0,0.0,pass_all
1,2.0,2022-10-24 16:49:20,True,False,True,True,True,False,False,0.0,0.0,pass_all
2,3.0,2022-10-24 16:52:30,False,True,False,True,False,False,False,17.83461187,,fail_operator
3,4.0,2022-10-24 16:55:39,False,True,True,True,True,False,True,17.80782079,16.97014334,pass_all
4,5.0,2022-10-24 16:59:00,False,True,True,True,True,False,True,17.82770164,25.53496885,pass_all
5,6.0,2022-10-24 17:02:02,False,True,True,True,True,False,True,107.8950807,133.5168991,pass_all
6,7.0,2022-10-24 17:05:20,False,True,True,True,True,False,True,107.7361082,423.487591,pass_all
7,8.0,2022-10-24 17:08:20,False,True,True,True,True,False,True,107.4295298,118.6325906,pass_all
8,9.0,2022-10-24 17:11:37,False,True,True,True,True,False,False,1.634379226,0.0,pass_all
9,10.0,2022-10-24 17:14:37,False,True,True,True,True,False,False,1.578518439,0.0,pass_all
10,11.0,2022-10-24 17:17:53,False,True,True,True,True,False,False,1.538374839,0.0,pass_all
11,12.0,2022-10-24 17:21:03,False,True,True,True,True,False,True,12.28234072,14.12896139,pass_all
12,13.0,2022-10-24 17:24:11,False,True,True,True,True,False,True,12.30635921,14.59501569,pass_all
13,14.0,2022-10-24 17:27:11,False,True,True,True,True,False,False,3.31660741,0.0,pass_all
14,15.0,2022-10-24 17:30:26,False,True,False,True,False,False,False,3.24780362,,fail_operator
15,16.0,2022-10-24 17:33:54,False,True,True,True,True,False,False,3.232429554,0.0,pass_all
16,17.0,2022-10-24 17:36:53,False,True,True,True,True,False,False,3.219373416,0.0,pass_all
17,18.0,2022-10-24 17:39:59,False,True,True,True,True,False,True,28.23733298,31.35074363,pass_all
18,19.0,2022-10-24 17:43:17,False,True,True,True,True,False,True,28.28146072,38.99989264,pass_all
19,20.0,2022-10-24 17:46:21,False,True,True,True,True,False,True,28.27144859,32.97861272,pass_all
20,21.0,2022-10-24 17:49:35,False,True,True,True,True,False,True,186.7824413,196.2253011,pass_all
21,22.0,2022-10-24 17:52:40,False,True,True,True,True,False,True,187.2593056,153.1467956,pass_all
22,23.0,2022-10-24 17:57:59,False,True,True,True,True,False,True,188.4077528,128.3873929,pass_all
23,24.0,2022-10-24 18:01:13,False,True,True,False,False,False,True,59.86101836,75.05501099,fail_stanford
24,25.0,2022-10-24 18:04:29,False,True,True,True,True,False,True,59.1051423,46.69750824,pass_all
25,26.0,2022-10-24 18:07:33,False,True,True,False,False,False,True,116.036457,98.39879905,fail_stanford
26,27.0,2022-10-24 18:10:49,True,False,True,False,False,False,False,0.0,0.0,fail_stanford
27,28.0,2022-10-24 18:13:53,False,True,False,True,False,False,False,714.1117832,,fail_operator
28,29.0,2022-10-24 18:17:16,False,True,False,True,False,False,False,714.4015566,,fail_operator
29,30.0,2022-10-24 18:20:23,False,True,False,True,False,False,False,716.1023284,,fail_operator
30,31.0,2022-10-24 18:23:37,False,True,False,True,False,False,False,711.0719074,,fail_operator
31,32.0,2022-10-24 18:26:41,False,True,True,False,False,False,True,437.0654348,417.3888434,fail_stanford
32,33.0,2022-10-24 18:29:53,False,True,True,True,True,False,True,432.4751619,461.9373923,pass_all
33,34.0,2022-10-24 18:33:05,False,True,False,True,False,False,False,430.9851343,,fail_operator
34,35.0,2022-10-24 18:39:07,False,True,True,True,True,False,True,161.3540742,154.2055848,pass_all
35,36.0,2022-10-24 18:42:12,False,True,True,True,True,False,True,160.5635089,163.3665775,pass_all
36,37.0,2022-10-24 18:45:33,False,True,True,True,True,False,True,159.8150376,186.3057282,pass_all
37,38.0,2022-10-24 18:48:35,False,True,True,True,True,False,True,42.2739766,30.49826625,pass_all
38,39.0,2022-10-24 18:51:58,False,True,True,True,True,False,True,41.85122586,37.35187928,pass_all
39,40.0,2022-10-24 18:53:01,False,True,False,True,False,False,False,41.7086991,,fail_operator
40,41.0,2022-10-24 18:58:13,False,True,True,True,True,False,True,8.729311641,6.825822811,pass_all
41,42.0,2022-10-24 19:01:18,False,True,True,True,True,False,False,8.665770058,0.0,pass_all
42,43.0,2022-10-24 19:04:28,False,True,True,True,True,False,True,8.630508816,11.62196471,pass_all
43,44.0,2022-10-24 19:07:37,False,True,True,True,True,False,False,4.083904983,0.0,pass_all
44,45.0,2022-10-24 19:11:01,False,True,True,True,True,False,False,4.055158152,0.0,pass_all
45,46.0,2022-10-24 19:14:05,False,True,True,False,False,False,True,17.87383882,16.36162302,fail_stanford
46,47.0,2022-10-24 19:17:22,False,True,True,True,True,False,True,17.91043917,12.69315629,pass_all
47,48.0,2022-10-24 19:20:28,False,True,True,True,True,False,True,17.85519564,45.29614938,pass_all
48,49.0,2022-10-24 19:23:43,False,True,True,True,True,False,True,17.79617628,12.24479374,pass_all
49,50.0,2022-10-24 19:26:50,False,True,True,True,True,False,True,17.74774901,8.459139635,pass_all
50,51.0,2022-10-24 19:30:10,False,True,True,True,True,False,True,26.30609439,22.18954218,pass_all
51,52.0,2022-10-24 19:33:05,False,True,True,True,True,False,True,26.40434291,18.78803893,pass_all
52,53.0,2022-10-24 19:36:16,False,True,True,True,True,False,True,31.37092049,25.2857011,pass_all
53,54.0,2022-10-24 19:39:20,False,True,True,True,True,False,False,5.329469276,0.0,pass_all
54,55.0,2022-10-24 19:42:32,False,True,True,True,True,False,True,5.265296559,7.987483784,pass_all
55,56.0,2022-10-24 19:45:36,False,True,True,False,False,False,False,1.567779607,0.0,fail_stanford
56,57.0,2022-10-24 19:48:44,False,True,True,True,True,False,False,1.553485769,0.0,pass_all
57,58.0,2022-10-25 16:36:27,False,True,True,True,True,False,True,13.90789573,11.3408702,pass_all
58,59.0,2022-10-25 16:38:31,False,True,True,True,True,False,True,13.89295703,20.37145862,pass_all
59,60.0,2022-10-25 16:41:45,False,True,True,True,True,False,True,13.91354301,16.03721857,pass_all
60,61.0,2022-10-25 16:44:54,False,True,False,True,False,False,False,13.85968249,,fail_operator
61,62.0,2022-10-25 16:48:06,False,True,False,True,False,False,False,13.8081709,,fail_operator
62,63.0,2022-10-25 16:51:11,False,True,True,False,False,False,True,3.662109176,2.554700911,fail_stanford
63,64.0,2022-10-25 16:54:28,False,True,True,False,False,False,True,3.57699375,2.420173147,fail_stanford
64,65.0,2022-10-25 16:57:34,False,True,True,False,False,False,True,0.7410607024,2.444476681,fail_stanford
65,66.0,2022-10-25 17:00:52,True,False,True,False,False,False,False,0.0,0.0,fail_stanford
66,67.0,2022-10-25 17:04:01,False,True,True,False,False,False,True,11.34440064,8.924652008,fail_stanford
67,68.0,2022-10-25 17:07:17,False,True,True,False,False,False,True,11.35531105,8.344653242,fail_stanford
68,69.0,2022-10-25 17:10:34,False,True,False,False,False,True,False,199.8415147,,fail_all
69,70.0,2022-10-25 17:13:52,False,True,False,True,False,False,False,201.2051507,,fail_operator
70,71.0,2022-10-25 17:16:59,False,True,False,True,False,False,False,202.6471571,,fail_operator
71,72.0,2022-10-25 17:20:12,False,True,True,False,False,False,True,22.91896802,15.7379678,fail_stanford
72,73.0,2022-10-25 17:23:23,False,True,True,False,False,False,True,22.85352206,17.92154071,fail_stanford
73,74.0,2022-10-25 17:26:35,False,True,True,False,False,False,True,96.03927661,135.4928436,fail_stanford
74,75.0,2022-10-25 17:29:49,False,True,True,True,True,False,True,95.72804469,117.8567049,pass_all
75,76.0,2022-10-25 17:32:58,False,True,True,True,True,False,True,95.36637685,105.7998817,pass_all
76,77.0,2022-10-25 17:36:06,False,True,False,True,False,False,False,95.19114082,,fail_operator
77,78.0,2022-10-25 17:39:20,False,True,False,False,False,True,False,48.91137729,,fail_all
78,79.0,2022-10-25 17:42:27,False,True,False,False,False,True,False,48.76780778,,fail_all
79,80.0,2022-10-25 17:45:42,False,True,False,False,False,True,False,944.8712336,,fail_all
80,81.0,2022-10-25 17:48:49,False,True,False,False,False,True,False,967.9883396,,fail_all
81,82.0,2022-10-25 17:52:10,False,True,False,True,False,False,False,965.852359,,fail_operator
82,83.0,2022-10-25 17:55:19,False,True,False,True,False,False,False,969.8751591,,fail_operator
83,84.0,2022-10-25 17:58:33,False,True,False,True,False,False,False,971.3662843,,fail_operator
84,85.0,2022-10-25 18:01:39,False,True,False,True,False,False,False,958.9367649,,fail_operator
85,86.0,2022-10-25 18:04:54,False,True,False,True,False,False,False,962.1275644,,fail_operator
86,87.0,2022-10-25 18:08:05,False,True,False,True,False,False,False,964.7174134,,fail_operator
87,88.0,2022-10-25 18:11:23,False,True,False,False,False,True,False,76.52450304,,fail_all
88,89.0,2022-10-25 18:14:25,False,True,False,False,False,True,False,23.56357646,,fail_all
89,90.0,2022-10-25 18:17:39,False,True,True,False,False,False,True,23.10432416,19.02258544,fail_stanford
90,91.0,2022-10-25 18:20:43,True,False,False,False,False,True,False,0.0,,fail_all
91,92.0,2022-10-25 18:24:01,True,False,True,False,False,False,False,0.0,0.0,fail_stanford
92,93.0,2022-10-25 18:27:09,True,False,True,False,False,False,False,0.0,0.0,fail_stanford
93,94.0,2022-10-25 18:30:19,True,False,True,True,True,False,False,0.0,0.0,pass_all
94,95.0,2022-10-25 18:33:53,False,True,True,False,False,False,True,25.16735108,23.08757392,fail_stanford
95,96.0,2022-10-25 18:36:53,False,True,False,False,False,True,False,433.4965031,,fail_all
96,97.0,2022-10-25 18:40:05,False,True,False,False,False,True,False,446.8793109,,fail_all
97,98.0,2022-10-25 18:43:26,False,True,False,True,False,False,False,454.5637921,,fail_operator
98,99.0,2022-10-25 18:46:40,False,True,False,True,False,False,False,458.5064655,,fail_operator
99,100.0,2022-10-25 18:49:55,False,True,True,True,True,False,True,457.18657,566.007257,pass_all
100,101.0,2022-10-25 18:53:05,False,True,False,False,False,True,False,1.566967364,,fail_all
101,102.0,2022-10-25 18:56:22,False,True,True,False,False,False,False,1.589515899,0.0,fail_stanford
